_id,year,county,hospital,oshpdid,system,type of report,performance measure,# of adverse events,# of cases,risk-adjusted rate,hospital ratings,latitude,longitude
22335,2021,Tulare,Sierra View Medical Center,106540798,Independent/Other,IMI,Hip Fracture,0.0,57.0,0.0,As Expected,36.06948,-119.027
22336,2021,Tulare,Sierra View Medical Center,106540798,Independent/Other,IMI,Heart Failure,2.0,175.0,1.7,As Expected,36.06948,-119.027
22337,2021,Tulare,Sierra View Medical Center,106540798,Independent/Other,IMI,GI Hemorrhage,4.0,186.0,3.6,As Expected,36.06948,-119.027
22340,2021,Tulare,Sierra View Medical Center,106540798,Independent/Other,IMI,Acute Stroke Ischemic,2.0,103.0,3.5,As Expected,36.06948,-119.027
22342,2021,Tulare,Sierra View Medical Center,106540798,Independent/Other,IMI,Acute Stroke,4.0,106.0,8.1,As Expected,36.06948,-119.027
22343,2021,Tulare,Sierra View Medical Center,106540798,Independent/Other,IMI,AMI,7.0,78.0,10.2,As Expected,36.06948,-119.027
22346,2021,Tulare,Adventist Health Tulare,106540816,Adventist Health Systems,PSI,Postoperative Sepsis,1.0,22.0,11.09,As Expected,36.22101,-119.338
22347,2021,Tulare,Adventist Health Tulare,106540816,Adventist Health Systems,IMI,Pneumonia,3.0,65.0,7.8,As Expected,36.22101,-119.338
22350,2021,Tulare,Adventist Health Tulare,106540816,Adventist Health Systems,IMI,Hip Fracture,0.0,3.0,0.0,As Expected,36.22101,-119.338
22351,2021,Tulare,Adventist Health Tulare,106540816,Adventist Health Systems,IMI,Heart Failure,2.0,88.0,2.4,As Expected,36.22101,-119.338
22355,2021,Tulare,Adventist Health Tulare,106540816,Adventist Health Systems,IMI,Acute Stroke Ischemic,1.0,21.0,7.9,As Expected,36.22101,-119.338
22356,2021,Tulare,Adventist Health Tulare,106540816,Adventist Health Systems,IMI,Acute Stroke Hemorrhagic,0.0,3.0,0.0,As Expected,36.22101,-119.338
22357,2021,Tulare,Adventist Health Tulare,106540816,Adventist Health Systems,IMI,Acute Stroke,1.0,26.0,6.7,As Expected,36.22101,-119.338
22358,2021,Tulare,Adventist Health Tulare,106540816,Adventist Health Systems,IMI,AMI,1.0,3.0,7.5,As Expected,36.22101,-119.338
22361,2021,Tuolumne,Adventist Health Sonora – Greenley,106554011,Adventist Health Systems,PSI,Postoperative Sepsis,2.0,271.0,0.75,As Expected,37.97568,-120.369
22362,2021,Tuolumne,Adventist Health Sonora – Greenley,106554011,Adventist Health Systems,IMI,Pneumonia,9.0,186.0,4.8,As Expected,37.97568,-120.369
22365,2021,Tuolumne,Adventist Health Sonora – Greenley,106554011,Adventist Health Systems,IMI,Hip Fracture,3.0,86.0,3.0,As Expected,37.97568,-120.369
22366,2021,Tuolumne,Adventist Health Sonora – Greenley,106554011,Adventist Health Systems,IMI,Heart Failure,14.0,183.0,4.9,As Expected,37.97568,-120.369
22367,2021,Tuolumne,Adventist Health Sonora – Greenley,106554011,Adventist Health Systems,IMI,GI Hemorrhage,1.0,91.0,1.0,As Expected,37.97568,-120.369
22370,2021,Tuolumne,Adventist Health Sonora – Greenley,106554011,Adventist Health Systems,IMI,Acute Stroke Ischemic,3.0,60.0,3.6,As Expected,37.97568,-120.369
22372,2021,Tuolumne,Adventist Health Sonora – Greenley,106554011,Adventist Health Systems,IMI,Acute Stroke,5.0,62.0,7.6,As Expected,37.97568,-120.369
22373,2021,Tuolumne,Adventist Health Sonora – Greenley,106554011,Adventist Health Systems,IMI,AMI,4.0,39.0,9.8,As Expected,37.97568,-120.369
22377,2021,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,PSI,Postoperative Sepsis,3.0,1069.0,0.37,As Expected,34.27458,-119.258
22378,2021,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,Pneumonia,22.0,228.0,12.5,Worse,34.27458,-119.258
22380,2021,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,PCI,8.0,199.0,3.5,As Expected,34.27458,-119.258
22381,2021,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,Hip Fracture,0.0,119.0,0.0,As Expected,34.27458,-119.258
22382,2021,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,Heart Failure,8.0,381.0,1.9,As Expected,34.27458,-119.258
22383,2021,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,GI Hemorrhage,7.0,264.0,2.3,As Expected,34.27458,-119.258
22384,2021,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,Carotid Endarterectomy,0.0,34.0,0.0,As Expected,34.27458,-119.258
22386,2021,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,Acute Stroke Ischemic,4.0,208.0,1.9,Better,34.27458,-119.258
22387,2021,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,Acute Stroke Hemorrhagic,3.0,39.0,9.4,As Expected,34.27458,-119.258
22388,2021,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,Acute Stroke,7.0,248.0,3.6,Better,34.27458,-119.258
22389,2021,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,AMI,14.0,230.0,5.7,As Expected,34.27458,-119.258
22391,2021,Ventura,Community Memorial Hospital – San Buenaventura,106560473,Independent/Other,IMI,AAA Repair Endo Unrupture,0.0,13.0,0.0,As Expected,34.27458,-119.258
22392,2021,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Pneumonia,10.0,120.0,14.5,As Expected,34.27693,-119.253
22393,2021,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Pancreatic Resection,0.0,3.0,0.0,As Expected,34.27693,-119.253
22395,2021,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Hip Fracture,1.0,61.0,2.1,As Expected,34.27693,-119.253
22396,2021,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Heart Failure,2.0,214.0,1.2,As Expected,34.27693,-119.253
22397,2021,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,GI Hemorrhage,2.0,129.0,1.7,As Expected,34.27693,-119.253
22400,2021,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Acute Stroke Ischemic,0.0,77.0,0.0,As Expected,34.27693,-119.253
22401,2021,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Acute Stroke Hemorrhagic,0.0,17.0,0.0,Better,34.27693,-119.253
22402,2021,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,Acute Stroke,0.0,96.0,0.0,Better,34.27693,-119.253
22403,2021,Ventura,Ventura County Medical Center,106560481,Independent/Other,IMI,AMI,1.0,46.0,2.6,As Expected,34.27693,-119.253
22407,2021,Ventura,Los Robles Hospital & Medical Center,106560492,HCA Healthcare Corporation,PSI,Postoperative Sepsis,3.0,1761.0,0.28,As Expected,34.20762,-118.882
22408,2021,Ventura,Los Robles Hospital & Medical Center,106560492,HCA Healthcare Corporation,IMI,Pneumonia,29.0,447.0,5.2,Better,34.20762,-118.882
22409,2021,Ventura,Los Robles Hospital & Medical Center,106560492,HCA Healthcare Corporation,IMI,Pancreatic Resection,0.0,11.0,0.0,As Expected,34.20762,-118.882
22410,2021,Ventura,Los Robles Hospital & Medical Center,106560492,HCA Healthcare Corporation,IMI,PCI,6.0,216.0,3.2,As Expected,34.20762,-118.882
22411,2021,Ventura,Los Robles Hospital & Medical Center,106560492,HCA Healthcare Corporation,IMI,Hip Fracture,4.0,159.0,2.4,As Expected,34.20762,-118.882
22412,2021,Ventura,Los Robles Hospital & Medical Center,106560492,HCA Healthcare Corporation,IMI,Heart Failure,15.0,396.0,2.9,As Expected,34.20762,-118.882
22413,2021,Ventura,Los Robles Hospital & Medical Center,106560492,HCA Healthcare Corporation,IMI,GI Hemorrhage,2.0,173.0,1.7,As Expected,34.20762,-118.882
22414,2021,Ventura,Los Robles Hospital & Medical Center,106560492,HCA Healthcare Corporation,IMI,Carotid Endarterectomy,0.0,9.0,0.0,As Expected,34.20762,-118.882
22415,2021,Ventura,Los Robles Hospital & Medical Center,106560492,HCA Healthcare Corporation,IMI,Acute Stroke Subarachnoid,1.0,29.0,7.6,As Expected,34.20762,-118.882
22416,2021,Ventura,Los Robles Hospital & Medical Center,106560492,HCA Healthcare Corporation,IMI,Acute Stroke Ischemic,5.0,256.0,1.8,Better,34.20762,-118.882
22417,2021,Ventura,Los Robles Hospital & Medical Center,106560492,HCA Healthcare Corporation,IMI,Acute Stroke Hemorrhagic,16.0,76.0,22.0,As Expected,34.20762,-118.882
22418,2021,Ventura,Los Robles Hospital & Medical Center,106560492,HCA Healthcare Corporation,IMI,Acute Stroke,22.0,361.0,6.1,As Expected,34.20762,-118.882
22419,2021,Ventura,Los Robles Hospital & Medical Center,106560492,HCA Healthcare Corporation,IMI,AMI,7.0,262.0,2.9,Better,34.20762,-118.882
22421,2021,Ventura,Los Robles Hospital & Medical Center,106560492,HCA Healthcare Corporation,IMI,AAA Repair Endo Unrupture,0.0,6.0,0.0,As Expected,34.20762,-118.882
22422,2021,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,PSI,Postoperative Sepsis,0.0,4.0,0.0,As Expected,34.44221,-119.263
22423,2021,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,Pneumonia,1.0,19.0,12.4,As Expected,34.44221,-119.263
22427,2021,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,Heart Failure,0.0,7.0,0.0,As Expected,34.44221,-119.263
22431,2021,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,Acute Stroke Ischemic,0.0,3.0,0.0,As Expected,34.44221,-119.263
22433,2021,Ventura,Ojai Valley Community Hospital,106560501,Independent/Other,IMI,Acute Stroke,0.0,4.0,0.0,As Expected,34.44221,-119.263
22437,2021,Ventura,St. John's Hospital Camarillo,106560508,Dignity Health,PSI,Postoperative Sepsis,0.0,96.0,0.0,As Expected,34.24177,-119.018
22438,2021,Ventura,St. John's Hospital Camarillo,106560508,Dignity Health,IMI,Pneumonia,14.0,180.0,8.3,As Expected,34.24177,-119.018
22441,2021,Ventura,St. John's Hospital Camarillo,106560508,Dignity Health,IMI,Hip Fracture,4.0,92.0,5.3,As Expected,34.24177,-119.018
22442,2021,Ventura,St. John's Hospital Camarillo,106560508,Dignity Health,IMI,Heart Failure,4.0,152.0,2.3,As Expected,34.24177,-119.018
22443,2021,Ventura,St. John's Hospital Camarillo,106560508,Dignity Health,IMI,GI Hemorrhage,5.0,80.0,5.2,As Expected,34.24177,-119.018
22445,2021,Ventura,St. John's Hospital Camarillo,106560508,Dignity Health,IMI,Acute Stroke Subarachnoid,1.0,5.0,17.8,As Expected,34.24177,-119.018
22446,2021,Ventura,St. John's Hospital Camarillo,106560508,Dignity Health,IMI,Acute Stroke Ischemic,1.0,58.0,2.6,As Expected,34.24177,-119.018
22447,2021,Ventura,St. John's Hospital Camarillo,106560508,Dignity Health,IMI,Acute Stroke Hemorrhagic,4.0,6.0,24.1,As Expected,34.24177,-119.018
22448,2021,Ventura,St. John's Hospital Camarillo,106560508,Dignity Health,IMI,Acute Stroke,6.0,69.0,8.0,As Expected,34.24177,-119.018
22449,2021,Ventura,St. John's Hospital Camarillo,106560508,Dignity Health,IMI,AMI,1.0,23.0,4.9,As Expected,34.24177,-119.018
22453,2021,Ventura,Adventist Health Simi Valley,106560525,Adventist Health Systems,PSI,Postoperative Sepsis,2.0,227.0,1.54,As Expected,34.28973,-118.743
22454,2021,Ventura,Adventist Health Simi Valley,106560525,Adventist Health Systems,Elective PCI,Elective PCI Mortality,0.0,92.0,0.0,As Expected,34.28973,-118.74394
22455,2021,Ventura,Adventist Health Simi Valley,106560525,Adventist Health Systems,Elective PCI,Elective PCI Stroke,0.0,92.0,0.0,As Expected,34.28973,-118.74394
22456,2021,Ventura,Adventist Health Simi Valley,106560525,Adventist Health Systems,IMI,Pneumonia,18.0,346.0,6.4,As Expected,34.28973,-118.743
22458,2021,Ventura,Adventist Health Simi Valley,106560525,Adventist Health Systems,IMI,PCI,9.0,126.0,9.2,Worse,34.28973,-118.743
22459,2021,Ventura,Adventist Health Simi Valley,106560525,Adventist Health Systems,IMI,Hip Fracture,1.0,89.0,1.2,As Expected,34.28973,-118.743
22460,2021,Ventura,Adventist Health Simi Valley,106560525,Adventist Health Systems,IMI,Heart Failure,8.0,254.0,3.3,As Expected,34.28973,-118.743
22461,2021,Ventura,Adventist Health Simi Valley,106560525,Adventist Health Systems,IMI,GI Hemorrhage,4.0,194.0,2.5,As Expected,34.28973,-118.743
22464,2021,Ventura,Adventist Health Simi Valley,106560525,Adventist Health Systems,IMI,Acute Stroke Ischemic,0.0,108.0,0.0,Better,34.28973,-118.743
22465,2021,Ventura,Adventist Health Simi Valley,106560525,Adventist Health Systems,IMI,Acute Stroke Hemorrhagic,5.0,19.0,20.8,As Expected,34.28973,-118.743
22466,2021,Ventura,Adventist Health Simi Valley,106560525,Adventist Health Systems,IMI,Acute Stroke,5.0,129.0,5.0,As Expected,34.28973,-118.743
22467,2021,Ventura,Adventist Health Simi Valley,106560525,Adventist Health Systems,IMI,AMI,10.0,116.0,8.5,As Expected,34.28973,-118.743
22471,2021,Ventura,St. John's Regional Medical Center,106560529,Dignity Health,PSI,Postoperative Sepsis,3.0,603.0,0.53,As Expected,34.21687,-119.158
22472,2021,Ventura,St. John's Regional Medical Center,106560529,Dignity Health,IMI,Pneumonia,16.0,234.0,7.9,As Expected,34.21687,-119.158
22474,2021,Ventura,St. John's Regional Medical Center,106560529,Dignity Health,IMI,PCI,7.0,174.0,2.8,As Expected,34.21687,-119.158
22475,2021,Ventura,St. John's Regional Medical Center,106560529,Dignity Health,IMI,Hip Fracture,3.0,89.0,2.5,As Expected,34.21687,-119.158
22476,2021,Ventura,St. John's Regional Medical Center,106560529,Dignity Health,IMI,Heart Failure,13.0,497.0,2.6,As Expected,34.21687,-119.158
22477,2021,Ventura,St. John's Regional Medical Center,106560529,Dignity Health,IMI,GI Hemorrhage,5.0,265.0,1.6,As Expected,34.21687,-119.158
22478,2021,Ventura,St. John's Regional Medical Center,106560529,Dignity Health,IMI,Carotid Endarterectomy,0.0,22.0,0.0,As Expected,34.21687,-119.158
22479,2021,Ventura,St. John's Regional Medical Center,106560529,Dignity Health,IMI,Acute Stroke Subarachnoid,4.0,22.0,15.2,As Expected,34.21687,-119.158
22480,2021,Ventura,St. John's Regional Medical Center,106560529,Dignity Health,IMI,Acute Stroke Ischemic,29.0,278.0,6.6,As Expected,34.21687,-119.158
22481,2021,Ventura,St. John's Regional Medical Center,106560529,Dignity Health,IMI,Acute Stroke Hemorrhagic,18.0,91.0,14.9,As Expected,34.21687,-119.158
22482,2021,Ventura,St. John's Regional Medical Center,106560529,Dignity Health,IMI,Acute Stroke,51.0,391.0,8.5,As Expected,34.21687,-119.158
22483,2021,Ventura,St. John's Regional Medical Center,106560529,Dignity Health,IMI,AMI,18.0,266.0,5.0,As Expected,34.21687,-119.158
22485,2021,Ventura,St. John's Regional Medical Center,106560529,Dignity Health,IMI,AAA Repair Endo Unrupture,0.0,9.0,0.0,As Expected,34.21687,-119.158
22486,2021,Yolo,Woodland Memorial Hospital,106571086,Dignity Health,PSI,Postoperative Sepsis,0.0,254.0,0.0,As Expected,38.66284,-121.793
22487,2021,Yolo,Woodland Memorial Hospital,106571086,Dignity Health,IMI,Pneumonia,6.0,92.0,9.6,As Expected,38.66284,-121.793
22490,2021,Yolo,Woodland Memorial Hospital,106571086,Dignity Health,IMI,Hip Fracture,1.0,35.0,3.6,As Expected,38.66284,-121.793
22491,2021,Yolo,Woodland Memorial Hospital,106571086,Dignity Health,IMI,Heart Failure,3.0,113.0,3.2,As Expected,38.66284,-121.793
22492,2021,Yolo,Woodland Memorial Hospital,106571086,Dignity Health,IMI,GI Hemorrhage,1.0,49.0,2.9,As Expected,38.66284,-121.793
22495,2021,Yolo,Woodland Memorial Hospital,106571086,Dignity Health,IMI,Acute Stroke Ischemic,5.0,65.0,9.2,As Expected,38.66284,-121.793
22497,2021,Yolo,Woodland Memorial Hospital,106571086,Dignity Health,IMI,Acute Stroke,5.0,67.0,14.5,As Expected,38.66284,-121.793
22498,2021,Yolo,Woodland Memorial Hospital,106571086,Dignity Health,IMI,AMI,3.0,12.0,11.5,As Expected,38.66284,-121.793
22501,2021,Yolo,Sutter Davis Hospital,106574010,Sutter Health,PSI,Postoperative Sepsis,2.0,91.0,2.91,As Expected,38.56289,-121.771
22502,2021,Yolo,Sutter Davis Hospital,106574010,Sutter Health,IMI,Pneumonia,2.0,45.0,7.8,As Expected,38.56289,-121.771
22505,2021,Yolo,Sutter Davis Hospital,106574010,Sutter Health,IMI,Hip Fracture,0.0,54.0,0.0,As Expected,38.56289,-121.771
22506,2021,Yolo,Sutter Davis Hospital,106574010,Sutter Health,IMI,Heart Failure,1.0,151.0,0.7,As Expected,38.56289,-121.771
22507,2021,Yolo,Sutter Davis Hospital,106574010,Sutter Health,IMI,GI Hemorrhage,0.0,74.0,0.0,As Expected,38.56289,-121.771
22510,2021,Yolo,Sutter Davis Hospital,106574010,Sutter Health,IMI,Acute Stroke Ischemic,0.0,67.0,0.0,As Expected,38.56289,-121.771
22512,2021,Yolo,Sutter Davis Hospital,106574010,Sutter Health,IMI,Acute Stroke,0.0,69.0,0.0,As Expected,38.56289,-121.771
22513,2021,Yolo,Sutter Davis Hospital,106574010,Sutter Health,IMI,AMI,3.0,9.0,14.9,As Expected,38.56289,-121.771
22517,2021,Yuba,Adventist Health and Rideout,106580996,Adventist Health Systems,PSI,Postoperative Sepsis,3.0,412.0,1.0,As Expected,39.1388,-121.593
22518,2021,Yuba,Adventist Health and Rideout,106580996,Adventist Health Systems,IMI,Pneumonia,28.0,440.0,10.4,As Expected,39.1388,-121.593
22520,2021,Yuba,Adventist Health and Rideout,106580996,Adventist Health Systems,IMI,PCI,9.0,194.0,5.2,As Expected,39.1388,-121.593
22521,2021,Yuba,Adventist Health and Rideout,106580996,Adventist Health Systems,IMI,Hip Fracture,4.0,138.0,3.6,As Expected,39.1388,-121.593
22522,2021,Yuba,Adventist Health and Rideout,106580996,Adventist Health Systems,IMI,Heart Failure,15.0,799.0,2.2,As Expected,39.1388,-121.593
22523,2021,Yuba,Adventist Health and Rideout,106580996,Adventist Health Systems,IMI,GI Hemorrhage,8.0,286.0,3.8,As Expected,39.1388,-121.593
22524,2021,Yuba,Adventist Health and Rideout,106580996,Adventist Health Systems,IMI,Carotid Endarterectomy,0.0,32.0,0.0,As Expected,39.1388,-121.593
22525,2021,Yuba,Adventist Health and Rideout,106580996,Adventist Health Systems,IMI,Acute Stroke Subarachnoid,3.0,4.0,21.1,As Expected,39.1388,-121.593
22526,2021,Yuba,Adventist Health and Rideout,106580996,Adventist Health Systems,IMI,Acute Stroke Ischemic,13.0,257.0,4.9,As Expected,39.1388,-121.593
22527,2021,Yuba,Adventist Health and Rideout,106580996,Adventist Health Systems,IMI,Acute Stroke Hemorrhagic,3.0,7.0,28.6,As Expected,39.1388,-121.593
22528,2021,Yuba,Adventist Health and Rideout,106580996,Adventist Health Systems,IMI,Acute Stroke,19.0,268.0,8.9,As Expected,39.1388,-121.593
22529,2021,Yuba,Adventist Health and Rideout,106580996,Adventist Health Systems,IMI,AMI,16.0,211.0,8.3,As Expected,39.1388,-121.593
22531,2021,Yuba,Adventist Health and Rideout,106580996,Adventist Health Systems,IMI,AAA Repair Endo Unrupture,0.0,9.0,0.0,As Expected,39.1388,-121.593
22532,2022,Alameda,Alameda Hospital,106010735,Alameda Health System,PSI,Postoperative Sepsis,0.0,89.0,0.0,As Expected,37.76266,-122.2539
22534,2022,Alameda,Alameda Hospital,106010735,Alameda Health System,IMI,AMI,1.0,13.0,8.5,As Expected,37.76266,-122.253
22536,2022,Alameda,Alameda Hospital,106010735,Alameda Health System,IMI,Acute Stroke Subarachnoid,1.0,3.0,16.2,As Expected,37.76266,-122.253
22537,2022,Alameda,Alameda Hospital,106010735,Alameda Health System,IMI,Hip Fracture,0.0,25.0,0.0,As Expected,37.76266,-122.253
22538,2022,Alameda,Alameda Hospital,106010735,Alameda Health System,IMI,Pneumonia,20.0,179.0,11.6,As Expected,37.76266,-122.253
22539,2022,Alameda,Alameda Hospital,106010735,Alameda Health System,IMI,Acute Stroke Ischemic,6.0,125.0,4.8,As Expected,37.76266,-122.253
22540,2022,Alameda,Alameda Hospital,106010735,Alameda Health System,IMI,Acute Stroke Hemorrhagic,1.0,5.0,36.3,As Expected,37.76266,-122.253
22542,2022,Alameda,Alameda Hospital,106010735,Alameda Health System,IMI,GI Hemorrhage,1.0,63.0,1.8,As Expected,37.76266,-122.253
22543,2022,Alameda,Alameda Hospital,106010735,Alameda Health System,IMI,Acute Stroke,8.0,133.0,8.2,As Expected,37.76266,-122.253
22546,2022,Alameda,Alameda Hospital,106010735,Alameda Health System,IMI,Heart Failure,1.0,139.0,0.9,As Expected,37.76266,-122.253
22547,2022,Alameda,Alta Bates Summit Medical Center – Alta Bates Campus,106010739,Sutter Health,IMI,Acute Stroke,19.0,224.0,7.1,As Expected,37.85645,-122.257
22549,2022,Alameda,Alta Bates Summit Medical Center – Alta Bates Campus,106010739,Sutter Health,IMI,AMI,1.0,24.0,6.3,As Expected,37.85645,-122.257
22550,2022,Alameda,Alta Bates Summit Medical Center – Alta Bates Campus,106010739,Sutter Health,PSI,Postoperative Sepsis,0.0,514.0,0.0,As Expected,37.85645,-122.2574
22551,2022,Alameda,Alta Bates Summit Medical Center – Alta Bates Campus,106010739,Sutter Health,IMI,Hip Fracture,0.0,78.0,0.0,As Expected,37.85645,-122.257
22552,2022,Alameda,Alta Bates Summit Medical Center – Alta Bates Campus,106010739,Sutter Health,IMI,GI Hemorrhage,2.0,204.0,1.1,As Expected,37.85645,-122.257
